,fecha,region,institucion,primeras_consultas,consultas_seguimiento,total_mes,label_year
2971,2020-09-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",334,1764.0,2098,2020
2972,2020-09-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",632,3941.0,4573,2020
2973,2020-09-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",830,7906.0,8736,2020
2983,2020-10-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",742,5846.0,6588,2020
2984,2020-10-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",352,2023.0,2375,2020
2991,2020-11-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",2369,8960.0,11329,2020
2992,2020-11-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",4130,22284.0,26414,2020
2993,2020-11-01,Região de Saúde LVT,"Hospital de Cascais, PPP",415,1831.0,2246,2020
2994,2020-11-01,Região de Saúde LVT,"Hospital de Loures, PPP",768,6414.0,7182,2020
2995,2020-11-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",374,2268.0,2642,2020
3001,2020-12-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",1112,9905.0,11017,2020
3002,2020-12-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",1194,11202.0,12396,2020
3003,2020-12-01,Região de Saúde LVT,Instituto Gama Pinto,0,329.0,329,2020
3010,2021-01-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,131,1858.0,1989,2021
3011,2021-01-01,Região de Saúde LVT,Instituto Gama Pinto,0,27.0,27,2021
3019,2021-02-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",371,1713.0,2084,2021
3020,2021-02-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",101,1044.0,1145,2021
3029,2021-03-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",209,2049.0,2258,2021
3030,2021-03-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",169,1629.0,1798,2021
3031,2021-03-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,501,6343.0,6844,2021
3032,2021-03-01,Região de Saúde LVT,"Hospital de Cascais, PPP",67,670.0,737,2021
3033,2021-03-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",448,3539.0,3987,2021
3034,2021-03-01,Região de Saúde LVT,Instituto Gama Pinto,0,89.0,89,2021
3035,2021-03-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",311,1515.0,1826,2021
3042,2021-04-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",293,2647.0,2940,2021
3043,2021-04-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",1451,9880.0,11331,2021
3044,2021-04-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",223,2257.0,2480,2021
3045,2021-04-01,Região de Saúde LVT,Instituto Gama Pinto,0,119.0,119,2021
3055,2021-05-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",647,5333.0,5980,2021
3056,2021-05-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,906,10707.0,11613,2021
3057,2021-05-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",787,5894.0,6681,2021
3063,2021-06-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",751,6212.0,6963,2021
3064,2021-06-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",893,6685.0,7578,2021
3065,2021-06-01,Região de Saúde LVT,Instituto Gama Pinto,0,189.0,189,2021
3071,2021-07-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",345,1092.0,1437,2021
3072,2021-07-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",840,3398.0,4238,2021
3080,2021-08-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",1850,7530.0,9380,2021
3081,2021-08-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2806,17583.0,20389,2021
3082,2021-08-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,1321,15618.0,16939,2021
3083,2021-08-01,Região de Saúde LVT,"Hospital de Cascais, PPP",269,1756.0,2025,2021
3084,2021-08-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",600,2510.0,3110,2021
3085,2021-08-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",701,4860.0,5561,2021
3086,2021-08-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",969,3566.0,4535,2021
3097,2021-09-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,1500,17307.0,18807,2021
3098,2021-09-01,Região de Saúde LVT,"Hospital de Cascais, PPP",299,1961.0,2260,2021
3110,2021-11-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",766,6263.0,7029,2021
3111,2021-11-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",2592,10220.0,12812,2021
3112,2021-11-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",1409,10936.0,12345,2021
3113,2021-11-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",741,2049.0,2790,2021
3114,2021-11-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",901,5601.0,6502,2021
3115,2021-11-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,1871,20705.0,22576,2021
3116,2021-11-01,Região de Saúde LVT,Instituto Gama Pinto,0,311.0,311,2021
3123,2021-12-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",489,2400.0,2889,2021
3124,2021-12-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",946,3796.0,4742,2021
3130,2022-01-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",105,532.0,637,2022
3131,2022-01-01,Região de Saúde LVT,"Hospital de Cascais, PPP",44,221.0,265,2022
3132,2022-01-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",87,315.0,402,2022
3133,2022-01-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",99,466.0,565,2022
3141,2022-02-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",521,1886.0,2407,2022
3142,2022-02-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",265,2065.0,2330,2022
3143,2022-02-01,Região de Saúde LVT,"Hospital de Cascais, PPP",105,464.0,569,2022
3144,2022-02-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",306,2096.0,2402,2022
3151,2022-03-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",429,3242.0,3671,2022
3152,2022-03-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",232,1640.0,1872,2022
3153,2022-03-01,Região de Saúde LVT,Instituto Gama Pinto,0,90.0,90,2022
3158,2022-04-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",601,4208.0,4809,2022
3166,2022-05-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,1024,8449.0,9473,2022
3167,2022-05-01,Região de Saúde LVT,"Hospital de Loures, EPE",320,1850.0,2170,2022
3168,2022-05-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",507,1934.0,2441,2022
3178,2022-06-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",624,3143.0,3767,2022
